gvkey,adate,qdate,public_date,TICKER
066210,2022-12-31,2023-06-30,2023-08-31,LCNB
066210,2022-12-31,2023-06-30,2023-09-30,LCNB
066210,2022-12-31,2023-06-30,2023-10-31,LCNB
066210,2022-12-31,2023-09-30,2023-11-30,LCNB
066210,2022-12-31,2023-09-30,2023-12-31,LCNB
066235,2021-12-31,2022-09-30,2023-01-31,HOPE
066235,2022-12-31,2022-12-31,2023-02-28,HOPE
066235,2022-12-31,2022-12-31,2023-03-31,HOPE
066235,2022-12-31,2022-12-31,2023-04-30,HOPE
066235,2022-12-31,2023-03-31,2023-05-31,HOPE
066235,2022-12-31,2023-03-31,2023-06-30,HOPE
066235,2022-12-31,2023-03-31,2023-07-31,HOPE
066235,2022-12-31,2023-06-30,2023-08-31,HOPE
066235,2022-12-31,2023-06-30,2023-09-30,HOPE
066235,2022-12-31,2023-06-30,2023-10-31,HOPE
066235,2022-12-31,2023-09-30,2023-11-30,HOPE
066235,2022-12-31,2023-09-30,2023-12-31,HOPE
066246,2021-12-31,2022-09-30,2023-01-31,IDR
066246,2022-12-31,2022-12-31,2023-02-28,IDR
066246,2022-12-31,2022-12-31,2023-03-31,IDR
066246,2022-12-31,2022-12-31,2023-04-30,IDR
066246,2022-12-31,2023-03-31,2023-05-31,IDR
066246,2022-12-31,2023-03-31,2023-06-30,IDR
066246,2022-12-31,2023-03-31,2023-07-31,IDR
066246,2022-12-31,2023-06-30,2023-08-31,IDR
066246,2022-12-31,2023-06-30,2023-09-30,IDR
066246,2022-12-31,2023-06-30,2023-10-31,IDR
066246,2022-12-31,2023-09-30,2023-11-30,IDR
066246,2022-12-31,2023-09-30,2023-12-31,IDR
066261,2022-09-30,2022-09-30,2023-01-31,LIVE
066261,2022-09-30,2022-12-31,2023-02-28,LIVE
066261,2022-09-30,2022-12-31,2023-03-31,LIVE
066261,2022-09-30,2022-12-31,2023-04-30,LIVE
066261,2022-09-30,2023-03-31,2023-05-31,LIVE
066261,2022-09-30,2023-03-31,2023-06-30,LIVE
066261,2022-09-30,2023-03-31,2023-07-31,LIVE
066261,2022-09-30,2023-06-30,2023-08-31,LIVE
066261,2022-09-30,2023-06-30,2023-09-30,LIVE
066261,2022-09-30,2023-06-30,2023-10-31,LIVE
066261,2023-09-30,2023-09-30,2023-11-30,LIVE
066261,2023-09-30,2023-09-30,2023-12-31,LIVE
066285,2021-12-31,2022-09-30,2023-01-31,HFWA
066285,2022-12-31,2022-12-31,2023-02-28,HFWA
066285,2022-12-31,2022-12-31,2023-03-31,HFWA
066285,2022-12-31,2022-12-31,2023-04-30,HFWA
066285,2022-12-31,2023-03-31,2023-05-31,HFWA
066285,2022-12-31,2023-03-31,2023-06-30,HFWA
066285,2022-12-31,2023-03-31,2023-07-31,HFWA
066285,2022-12-31,2023-06-30,2023-08-31,HFWA
066285,2022-12-31,2023-06-30,2023-09-30,HFWA
066285,2022-12-31,2023-06-30,2023-10-31,HFWA
066285,2022-12-31,2023-09-30,2023-11-30,HFWA
066285,2022-12-31,2023-09-30,2023-12-31,HFWA
066286,2022-09-30,2022-09-30,2023-01-31,TSBK
066286,2022-09-30,2022-12-31,2023-02-28,TSBK
066286,2022-09-30,2022-12-31,2023-03-31,TSBK
066286,2022-09-30,2022-12-31,2023-04-30,TSBK
066286,2022-09-30,2023-03-31,2023-05-31,TSBK
066286,2022-09-30,2023-03-31,2023-06-30,TSBK
066286,2022-09-30,2023-03-31,2023-07-31,TSBK
066286,2022-09-30,2023-06-30,2023-08-31,TSBK
066286,2022-09-30,2023-06-30,2023-09-30,TSBK
066286,2022-09-30,2023-06-30,2023-10-31,TSBK
066286,2023-09-30,2023-09-30,2023-11-30,TSBK
066286,2023-09-30,2023-09-30,2023-12-31,TSBK
066288,2021-12-31,2022-09-30,2023-01-31,MPB
066288,2022-12-31,2022-12-31,2023-02-28,MPB
066288,2022-12-31,2022-12-31,2023-03-31,MPB
066288,2022-12-31,2022-12-31,2023-04-30,MPB
066288,2022-12-31,2023-03-31,2023-05-31,MPB
066288,2022-12-31,2023-03-31,2023-06-30,MPB
066288,2022-12-31,2023-03-31,2023-07-31,MPB
066288,2022-12-31,2023-06-30,2023-08-31,MPB
066288,2022-12-31,2023-06-30,2023-09-30,MPB
066288,2022-12-31,2023-06-30,2023-10-31,MPB
066288,2022-12-31,2023-09-30,2023-11-30,MPB
066288,2022-12-31,2023-09-30,2023-12-31,MPB
066290,2022-02-28,2022-11-30,2023-01-31,SCS
066290,2022-02-28,2022-11-30,2023-02-28,SCS
066290,2022-02-28,2022-11-30,2023-03-31,SCS
066290,2023-02-28,2023-02-28,2023-04-30,SCS
066290,2023-02-28,2023-02-28,2023-05-31,SCS
066290,2023-02-28,2023-02-28,2023-06-30,SCS
066290,2023-02-28,2023-05-31,2023-07-31,SCS
066290,2023-02-28,2023-05-31,2023-08-31,SCS
066290,2023-02-28,2023-05-31,2023-09-30,SCS
066290,2023-02-28,2023-08-31,2023-10-31,SCS
066290,2023-02-28,2023-08-31,2023-11-30,SCS
066290,2023-02-28,2023-08-31,2023-12-31,SCS
066301,2021-12-31,2022-09-30,2023-01-31,MTMT
066301,2022-12-31,2022-12-31,2023-02-28,MTMT
066301,2022-12-31,2022-12-31,2023-03-31,MTMT
066301,2022-12-31,2022-12-31,2023-04-30,MTMT
066301,2022-12-31,2023-03-31,2023-05-31,MPU
066301,2022-12-31,2023-03-31,2023-06-30,MPU
066301,2022-12-31,2023-03-31,2023-07-31,MPU
066301,2022-12-31,2023-06-30,2023-08-31,MPU
066301,2022-12-31,2023-06-30,2023-09-30,MPU
066301,2022-12-31,2023-06-30,2023-10-31,MPU
066301,2022-12-31,2023-09-30,2023-11-30,MPU
066301,2022-12-31,2023-09-30,2023-12-31,MPU
066313,2021-12-31,2022-09-30,2023-01-31,OPOF
066313,2022-12-31,2022-12-31,2023-02-28,OPOF
066313,2022-12-31,2022-12-31,2023-03-31,OPOF
066313,2022-12-31,2022-12-31,2023-04-30,OPOF
066313,2022-12-31,2023-03-31,2023-05-31,OPOF
066313,2022-12-31,2023-03-31,2023-06-30,OPOF
066313,2022-12-31,2023-03-31,2023-07-31,OPOF
066313,2022-12-31,2023-06-30,2023-08-31,OPOF
066313,2022-12-31,2023-06-30,2023-09-30,OPOF
066313,2022-12-31,2023-06-30,2023-10-31,OPOF
066313,2022-12-31,2023-09-30,2023-11-30,OPOF
066313,2022-12-31,2023-09-30,2023-12-31,OPOF
066355,2021-12-31,2022-09-30,2023-01-31,FXNC
066355,2022-12-31,2022-12-31,2023-02-28,FXNC
066355,2022-12-31,2022-12-31,2023-03-31,FXNC
066355,2022-12-31,2022-12-31,2023-04-30,FXNC
066355,2022-12-31,2023-03-31,2023-05-31,FXNC
066355,2022-12-31,2023-03-31,2023-06-30,FXNC
066355,2022-12-31,2023-03-31,2023-07-31,FXNC
066355,2022-12-31,2023-06-30,2023-08-31,FXNC
066355,2022-12-31,2023-06-30,2023-09-30,FXNC
066355,2022-12-31,2023-06-30,2023-10-31,FXNC
066355,2022-12-31,2023-09-30,2023-11-30,FXNC
066355,2022-12-31,2023-09-30,2023-12-31,FXNC
066366,2021-12-31,2022-09-30,2023-01-31,RMTI
066366,2022-12-31,2022-12-31,2023-02-28,RMTI
066366,2022-12-31,2022-12-31,2023-03-31,RMTI
066366,2022-12-31,2022-12-31,2023-04-30,RMTI
066366,2022-12-31,2023-03-31,2023-05-31,RMTI
066366,2022-12-31,2023-03-31,2023-06-30,RMTI
066366,2022-12-31,2023-03-31,2023-07-31,RMTI
066366,2022-12-31,2023-06-30,2023-08-31,RMTI
066366,2022-12-31,2023-06-30,2023-09-30,RMTI
066366,2022-12-31,2023-06-30,2023-10-31,RMTI
066366,2022-12-31,2023-09-30,2023-11-30,RMTI
066366,2022-12-31,2023-09-30,2023-12-31,RMTI
066368,2021-12-31,2022-09-30,2023-01-31,VRSN
066368,2022-12-31,2022-12-31,2023-02-28,VRSN
066368,2022-12-31,2022-12-31,2023-03-31,VRSN
066368,2022-12-31,2022-12-31,2023-04-30,VRSN
066368,2022-12-31,2023-03-31,2023-05-31,VRSN
066368,2022-12-31,2023-03-31,2023-06-30,VRSN
066368,2022-12-31,2023-03-31,2023-07-31,VRSN
066368,2022-12-31,2023-06-30,2023-08-31,VRSN
066368,2022-12-31,2023-06-30,2023-09-30,VRSN
066368,2022-12-31,2023-06-30,2023-10-31,VRSN
066368,2022-12-31,2023-09-30,2023-11-30,VRSN
066368,2022-12-31,2023-09-30,2023-12-31,VRSN
066371,2022-09-30,2022-09-30,2023-01-31,IESC
066371,2022-09-30,2022-12-31,2023-02-28,IESC
066371,2022-09-30,2022-12-31,2023-03-31,IESC
066371,2022-09-30,2022-12-31,2023-04-30,IESC
066371,2022-09-30,2023-03-31,2023-05-31,IESC
066371,2022-09-30,2023-03-31,2023-06-30,IESC
066371,2022-09-30,2023-03-31,2023-07-31,IESC
066371,2022-09-30,2023-06-30,2023-08-31,IESC
066371,2022-09-30,2023-06-30,2023-09-30,IESC
066371,2022-09-30,2023-06-30,2023-10-31,IESC
066371,2023-09-30,2023-09-30,2023-11-30,IESC
066371,2023-09-30,2023-09-30,2023-12-31,IESC
066379,2021-12-31,2022-09-30,2023-01-31,PRDO
066379,2022-12-31,2022-12-31,2023-02-28,PRDO
066379,2022-12-31,2022-12-31,2023-03-31,PRDO
066379,2022-12-31,2022-12-31,2023-04-30,PRDO
066379,2022-12-31,2023-03-31,2023-05-31,PRDO
066379,2022-12-31,2023-03-31,2023-06-30,PRDO
066379,2022-12-31,2023-03-31,2023-07-31,PRDO
066379,2022-12-31,2023-06-30,2023-08-31,PRDO
066379,2022-12-31,2023-06-30,2023-09-30,PRDO
066379,2022-12-31,2023-06-30,2023-10-31,PRDO
066379,2022-12-31,2023-09-30,2023-11-30,PRDO
066379,2022-12-31,2023-09-30,2023-12-31,PRDO
066393,2022-06-30,2022-09-30,2023-01-31,MRCY
066393,2022-06-30,2022-12-31,2023-02-28,MRCY
066393,2022-06-30,2022-12-31,2023-03-31,MRCY
066393,2022-06-30,2022-12-31,2023-04-30,MRCY
066393,2022-06-30,2023-03-31,2023-05-31,MRCY
066393,2022-06-30,2023-03-31,2023-06-30,MRCY
066393,2022-06-30,2023-03-31,2023-07-31,MRCY
066393,2023-06-30,2023-06-30,2023-08-31,MRCY
066393,2023-06-30,2023-06-30,2023-09-30,MRCY
066393,2023-06-30,2023-06-30,2023-10-31,MRCY
066393,2023-06-30,2023-09-30,2023-11-30,MRCY
066393,2023-06-30,2023-09-30,2023-12-31,MRCY
066394,2021-12-31,2022-09-30,2023-01-31,PFIS
066394,2022-12-31,2022-12-31,2023-02-28,PFIS
066394,2022-12-31,2022-12-31,2023-03-31,PFIS
066394,2022-12-31,2022-12-31,2023-04-30,PFIS
066394,2022-12-31,2023-03-31,2023-05-31,PFIS
066394,2022-12-31,2023-03-31,2023-06-30,PFIS
066394,2022-12-31,2023-03-31,2023-07-31,PFIS
066394,2022-12-31,2023-06-30,2023-08-31,PFIS
066394,2022-12-31,2023-06-30,2023-09-30,PFIS
066394,2022-12-31,2023-06-30,2023-10-31,PFIS
066394,2022-12-31,2023-09-30,2023-11-30,PFIS
066394,2022-12-31,2023-09-30,2023-12-31,PFIS
066446,2021-12-31,2022-09-30,2023-01-31,PWR
066446,2022-12-31,2022-12-31,2023-02-28,PWR
066446,2022-12-31,2022-12-31,2023-03-31,PWR
066446,2022-12-31,2022-12-31,2023-04-30,PWR
066446,2022-12-31,2023-03-31,2023-05-31,PWR
066446,2022-12-31,2023-03-31,2023-06-30,PWR
066446,2022-12-31,2023-03-31,2023-07-31,PWR
066446,2022-12-31,2023-06-30,2023-08-31,PWR
066446,2022-12-31,2023-06-30,2023-09-30,PWR
066446,2022-12-31,2023-06-30,2023-10-31,PWR
066446,2022-12-31,2023-09-30,2023-11-30,PWR
066446,2022-12-31,2023-09-30,2023-12-31,PWR
066453,2021-12-31,2022-09-30,2023-01-31,COFS
066453,2022-12-31,2022-12-31,2023-02-28,COFS
066453,2022-12-31,2022-12-31,2023-03-31,COFS
066453,2022-12-31,2022-12-31,2023-04-30,COFS
066453,2022-12-31,2023-03-31,2023-05-31,COFS
066453,2022-12-31,2023-03-31,2023-06-30,COFS
066453,2022-12-31,2023-03-31,2023-07-31,COFS
066453,2022-12-31,2023-06-30,2023-08-31,COFS
066453,2022-12-31,2023-06-30,2023-09-30,COFS
066453,2022-12-31,2023-06-30,2023-10-31,COFS
066453,2022-12-31,2023-09-30,2023-11-30,COFS
066453,2022-12-31,2023-09-30,2023-12-31,COFS
066504,2021-12-31,2022-09-30,2023-01-31,CBAN
066504,2022-12-31,2022-12-31,2023-02-28,CBAN
066504,2022-12-31,2022-12-31,2023-03-31,CBAN
066504,2022-12-31,2022-12-31,2023-04-30,CBAN
066504,2022-12-31,2023-03-31,2023-05-31,CBAN
066504,2022-12-31,2023-03-31,2023-06-30,CBAN
066504,2022-12-31,2023-03-31,2023-07-31,CBAN
066504,2022-12-31,2023-06-30,2023-08-31,CBAN
066504,2022-12-31,2023-06-30,2023-09-30,CBAN
066504,2022-12-31,2023-06-30,2023-10-31,CBAN
066504,2022-12-31,2023-09-30,2023-11-30,CBAN
066504,2022-12-31,2023-09-30,2023-12-31,CBAN
066586,2021-12-31,2022-09-30,2023-01-31,CNXN
066586,2022-12-31,2022-12-31,2023-02-28,CNXN
066586,2022-12-31,2022-12-31,2023-03-31,CNXN
066586,2022-12-31,2022-12-31,2023-04-30,CNXN
066586,2022-12-31,2023-03-31,2023-05-31,CNXN
066586,2022-12-31,2023-03-31,2023-06-30,CNXN
066586,2022-12-31,2023-03-31,2023-07-31,CNXN
066586,2022-12-31,2023-06-30,2023-08-31,CNXN
066586,2022-12-31,2023-06-30,2023-09-30,CNXN
066586,2022-12-31,2023-06-30,2023-10-31,CNXN
066586,2022-12-31,2023-09-30,2023-11-30,CNXN
066586,2022-12-31,2023-09-30,2023-12-31,CNXN
066588,2022-09-30,2022-09-30,2023-01-31,SRDX
066588,2022-09-30,2022-12-31,2023-02-28,SRDX
066588,2022-09-30,2022-12-31,2023-03-31,SRDX
066588,2022-09-30,2022-12-31,2023-04-30,SRDX
066588,2022-09-30,2023-03-31,2023-05-31,SRDX
066588,2022-09-30,2023-03-31,2023-06-30,SRDX
066588,2022-09-30,2023-03-31,2023-07-31,SRDX
066588,2022-09-30,2023-06-30,2023-08-31,SRDX
066588,2022-09-30,2023-06-30,2023-09-30,SRDX
066588,2022-09-30,2023-06-30,2023-10-31,SRDX
066588,2023-09-30,2023-09-30,2023-11-30,SRDX
066588,2023-09-30,2023-09-30,2023-12-31,SRDX
066597,2021-12-31,2022-09-30,2023-01-31,FUSB
066597,2022-12-31,2022-12-31,2023-02-28,FUSB
066597,2022-12-31,2022-12-31,2023-03-31,FUSB
066597,2022-12-31,2022-12-31,2023-04-30,FUSB
066597,2022-12-31,2023-03-31,2023-05-31,FUSB
066597,2022-12-31,2023-03-31,2023-06-30,FUSB
066597,2022-12-31,2023-03-31,2023-07-31,FUSB
066597,2022-12-31,2023-06-30,2023-08-31,FUSB
066597,2022-12-31,2023-06-30,2023-09-30,FUSB
066597,2022-12-31,2023-06-30,2023-10-31,FUSB
066597,2022-12-31,2023-09-30,2023-11-30,FUSB
066597,2022-12-31,2023-09-30,2023-12-31,FUSB
066602,2021-12-31,2022-09-30,2023-01-31,CIX
066602,2022-12-31,2022-12-31,2023-02-28,CIX
066602,2022-12-31,2022-12-31,2023-03-31,CIX
066602,2022-12-31,2022-12-31,2023-04-30,CIX
066602,2022-12-31,2023-03-31,2023-05-31,CIX
066602,2022-12-31,2023-03-31,2023-06-30,CIX
066602,2022-12-31,2023-03-31,2023-07-31,CIX
066602,2022-12-31,2023-06-30,2023-08-31,CIX
066602,2022-12-31,2023-06-30,2023-09-30,CIX
066602,2022-12-31,2023-06-30,2023-10-31,CIX
066602,2022-12-31,2023-09-30,2023-11-30,CIX
066602,2022-12-31,2023-09-30,2023-12-31,CIX
066686,2021-12-31,2022-09-30,2023-01-31,OSPN
066686,2022-12-31,2022-12-31,2023-02-28,OSPN
066686,2022-12-31,2022-12-31,2023-03-31,OSPN
066686,2022-12-31,2022-12-31,2023-04-30,OSPN
066686,2022-12-31,2023-03-31,2023-05-31,OSPN
066686,2022-12-31,2023-03-31,2023-06-30,OSPN
066686,2022-12-31,2023-03-31,2023-07-31,OSPN
066686,2022-12-31,2023-06-30,2023-08-31,OSPN
066686,2022-12-31,2023-06-30,2023-09-30,OSPN
066686,2022-12-31,2023-06-30,2023-10-31,OSPN
066686,2022-12-31,2023-09-30,2023-11-30,OSPN
066686,2022-12-31,2023-09-30,2023-12-31,OSPN
066697,2021-12-31,2022-09-30,2023-01-31,INO
066697,2022-12-31,2022-12-31,2023-02-28,INO
066697,2022-12-31,2022-12-31,2023-03-31,INO
066697,2022-12-31,2022-12-31,2023-04-30,INO
066697,2022-12-31,2023-03-31,2023-05-31,INO
066697,2022-12-31,2023-03-31,2023-06-30,INO
066697,2022-12-31,2023-03-31,2023-07-31,INO
066697,2022-12-31,2023-06-30,2023-08-31,INO
066697,2022-12-31,2023-06-30,2023-09-30,INO
066697,2022-12-31,2023-06-30,2023-10-31,INO
066697,2022-12-31,2023-09-30,2023-11-30,INO
066697,2022-12-31,2023-09-30,2023-12-31,INO
066731,2021-12-31,2022-09-30,2023-01-31,FHI
066731,2022-12-31,2022-12-31,2023-02-28,FHI
066731,2022-12-31,2022-12-31,2023-03-31,FHI
066731,2022-12-31,2022-12-31,2023-04-30,FHI
066731,2022-12-31,2023-03-31,2023-05-31,FHI
066731,2022-12-31,2023-03-31,2023-06-30,FHI
066731,2022-12-31,2023-03-31,2023-07-31,FHI
066731,2022-12-31,2023-06-30,2023-08-31,FHI
066731,2022-12-31,2023-06-30,2023-09-30,FHI
066731,2022-12-31,2023-06-30,2023-10-31,FHI
066731,2022-12-31,2023-09-30,2023-11-30,FHI
066731,2022-12-31,2023-09-30,2023-12-31,FHI
066871,2021-12-31,2022-09-30,2023-01-31,HLMN
066871,2022-12-31,2022-12-31,2023-02-28,HLMN
066871,2022-12-31,2022-12-31,2023-03-31,HLMN
066871,2022-12-31,2022-12-31,2023-04-30,HLMN
066871,2022-12-31,2023-03-31,2023-05-31,HLMN
066871,2022-12-31,2023-03-31,2023-06-30,HLMN
066871,2022-12-31,2023-03-31,2023-07-31,HLMN
066871,2022-12-31,2023-06-30,2023-08-31,HLMN
066871,2022-12-31,2023-06-30,2023-09-30,HLMN
066871,2022-12-31,2023-06-30,2023-10-31,HLMN
066871,2022-12-31,2023-09-30,2023-11-30,HLMN
066871,2022-12-31,2023-09-30,2023-12-31,HLMN
066929,2021-12-31,2022-09-30,2023-01-31,TPB
066929,2022-12-31,2022-12-31,2023-02-28,TPB
066929,2022-12-31,2022-12-31,2023-03-31,TPB
066929,2022-12-31,2022-12-31,2023-04-30,TPB
066929,2022-12-31,2023-03-31,2023-05-31,TPB
066929,2022-12-31,2023-03-31,2023-06-30,TPB
066929,2022-12-31,2023-03-31,2023-07-31,TPB
066929,2022-12-31,2023-06-30,2023-08-31,TPB
066929,2022-12-31,2023-06-30,2023-09-30,TPB
066929,2022-12-31,2023-06-30,2023-10-31,TPB
066929,2022-12-31,2023-09-30,2023-11-30,TPB
066929,2022-12-31,2023-09-30,2023-12-31,TPB
105394,2021-12-31,2022-09-30,2023-01-31,PAYS
105394,2022-12-31,2022-12-31,2023-02-28,PAYS
105394,2022-12-31,2022-12-31,2023-03-31,PAYS
105394,2022-12-31,2022-12-31,2023-04-30,PAYS
105394,2022-12-31,2023-03-31,2023-05-31,PAYS
105394,2022-12-31,2023-03-31,2023-06-30,PAYS
105394,2022-12-31,2023-03-31,2023-07-31,PAYS
105394,2022-12-31,2023-06-30,2023-08-31,PAYS
105394,2022-12-31,2023-06-30,2023-09-30,PAYS
105394,2022-12-31,2023-06-30,2023-10-31,PAYS
105394,2022-12-31,2023-09-30,2023-11-30,PAYS
105394,2022-12-31,2023-09-30,2023-12-31,PAYS
105538,2021-12-31,2022-09-30,2023-01-31,BSRR
105538,2022-12-31,2022-12-31,2023-02-28,BSRR
105538,2022-12-31,2022-12-31,2023-03-31,BSRR
105538,2022-12-31,2022-12-31,2023-04-30,BSRR
105538,2022-12-31,2023-03-31,2023-05-31,BSRR
105538,2022-12-31,2023-03-31,2023-06-30,BSRR
105538,2022-12-31,2023-03-31,2023-07-31,BSRR
105538,2022-12-31,2023-06-30,2023-08-31,BSRR
105538,2022-12-31,2023-06-30,2023-09-30,BSRR
105538,2022-12-31,2023-06-30,2023-10-31,BSRR
105538,2022-12-31,2023-09-30,2023-11-30,BSRR
105538,2022-12-31,2023-09-30,2023-12-31,BSRR
105616,2021-12-31,2022-09-30,2023-01-31,BRBS
105616,2022-12-31,2022-12-31,2023-02-28,BRBS
105616,2022-12-31,2022-12-31,2023-03-31,BRBS
105616,2022-12-31,2022-12-31,2023-04-30,BRBS
105616,2022-12-31,2023-03-31,2023-05-31,BRBS
105616,2022-12-31,2023-03-31,2023-06-30,BRBS
105616,2022-12-31,2023-03-31,2023-07-31,BRBS
105616,2022-12-31,2023-06-30,2023-08-31,BRBS
105616,2022-12-31,2023-06-30,2023-09-30,BRBS
105616,2022-12-31,2023-06-30,2023-10-31,BRBS
105616,2022-12-31,2023-09-30,2023-11-30,BRBS
105616,2022-12-31,2023-09-30,2023-12-31,BRBS
105670,2021-12-31,2022-09-30,2023-01-31,BRKL
105670,2022-12-31,2022-12-31,2023-02-28,BRKL
105670,2022-12-31,2022-12-31,2023-03-31,BRKL
105670,2022-12-31,2022-12-31,2023-04-30,BRKL
105670,2022-12-31,2023-03-31,2023-05-31,BRKL
105670,2022-12-31,2023-03-31,2023-06-30,BRKL
105670,2022-12-31,2023-03-31,2023-07-31,BRKL
105670,2022-12-31,2023-06-30,2023-08-31,BRKL
105670,2022-12-31,2023-06-30,2023-09-30,BRKL
105670,2022-12-31,2023-06-30,2023-10-31,BRKL
105670,2022-12-31,2023-09-30,2023-11-30,BRKL
105670,2022-12-31,2023-09-30,2023-12-31,BRKL
105936,2021-12-31,2022-09-30,2023-01-31,COLM
105936,2022-12-31,2022-12-31,2023-02-28,COLM
105936,2022-12-31,2022-12-31,2023-03-31,COLM
105936,2022-12-31,2022-12-31,2023-04-30,COLM
105936,2022-12-31,2023-03-31,2023-05-31,COLM
105936,2022-12-31,2023-03-31,2023-06-30,COLM
105936,2022-12-31,2023-03-31,2023-07-31,COLM
105936,2022-12-31,2023-06-30,2023-08-31,COLM
105936,2022-12-31,2023-06-30,2023-09-30,COLM
105936,2022-12-31,2023-06-30,2023-10-31,COLM
105936,2022-12-31,2023-09-30,2023-11-30,COLM
105936,2022-12-31,2023-09-30,2023-12-31,COLM
106100,2021-12-31,2022-09-30,2023-01-31,CYTH
106100,2022-12-31,2022-12-31,2023-02-28,CYTH
106100,2022-12-31,2022-12-31,2023-03-31,CYTH
106100,2022-12-31,2022-12-31,2023-04-30,CYTH
106100,2022-12-31,2023-03-31,2023-05-31,CYTH
106100,2022-12-31,2023-03-31,2023-06-30,CYTH
106100,2022-12-31,2023-03-31,2023-07-31,CYTH
106100,2022-12-31,2023-06-30,2023-08-31,CYTH
106100,2022-12-31,2023-06-30,2023-09-30,CYTH
106100,2022-12-31,2023-06-30,2023-10-31,CYTH
106100,2022-12-31,2023-09-30,2023-11-30,CYTH
106100,2022-12-31,2023-09-30,2023-12-31,CYTH
106126,2022-09-30,2022-09-30,2023-01-31,APDN
106126,2022-09-30,2022-12-31,2023-02-28,APDN
106126,2022-09-30,2022-12-31,2023-03-31,APDN
106126,2022-09-30,2022-12-31,2023-04-30,APDN
106126,2022-09-30,2023-03-31,2023-05-31,APDN
106126,2022-09-30,2023-03-31,2023-06-30,APDN
106126,2022-09-30,2023-03-31,2023-07-31,APDN
106126,2022-09-30,2023-06-30,2023-08-31,APDN
106126,2022-09-30,2023-06-30,2023-09-30,APDN
106126,2022-09-30,2023-06-30,2023-10-31,APDN
106126,2023-09-30,2023-09-30,2023-11-30,APDN
106126,2023-09-30,2023-09-30,2023-12-31,APDN
106233,2021-12-31,2022-09-30,2023-01-31,LWLG
106233,2022-12-31,2022-12-31,2023-02-28,LWLG
106233,2022-12-31,2022-12-31,2023-03-31,LWLG
106233,2022-12-31,2022-12-31,2023-04-30,LWLG
106233,2022-12-31,2023-03-31,2023-05-31,LWLG
106233,2022-12-31,2023-03-31,2023-06-30,LWLG
106233,2022-12-31,2023-03-31,2023-07-31,LWLG
106233,2022-12-31,2023-06-30,2023-08-31,LWLG
106233,2022-12-31,2023-06-30,2023-09-30,LWLG
106233,2022-12-31,2023-06-30,2023-10-31,LWLG
106233,2022-12-31,2023-09-30,2023-11-30,LWLG
106233,2022-12-31,2023-09-30,2023-12-31,LWLG
107325,2021-12-31,2022-09-30,2023-01-31,MCBC
107325,2022-12-31,2022-12-31,2023-02-28,MCBC
107325,2022-12-31,2022-12-31,2023-03-31,MCBC
107325,2022-12-31,2022-12-31,2023-04-30,MCBC
107325,2022-12-31,2023-03-31,2023-05-31,MCBC
107325,2022-12-31,2023-03-31,2023-06-30,MCBC
107325,2022-12-31,2023-03-31,2023-07-31,MCBC
107325,2022-12-31,2023-06-30,2023-08-31,MCBC
107325,2022-12-31,2023-06-30,2023-09-30,MCBC
107325,2022-12-31,2023-06-30,2023-10-31,MCBC
107325,2022-12-31,2023-09-30,2023-11-30,MCBC
107325,2022-12-31,2023-09-30,2023-12-31,MCBC
107423,2021-12-31,2022-09-30,2023-01-31,MSVB
107423,2022-12-31,2022-12-31,2023-02-28,MSVB
107423,2022-12-31,2022-12-31,2023-03-31,MSVB
107423,2022-12-31,2022-12-31,2023-04-30,MSVB
107423,2022-12-31,2023-03-31,2023-05-31,MSVB
107423,2022-12-31,2023-03-31,2023-06-30,MSVB
107423,2022-12-31,2023-03-31,2023-07-31,MSVB
107423,2022-12-31,2023-06-30,2023-08-31,MSVB
107423,2022-12-31,2023-06-30,2023-09-30,MSVB
107446,2022-06-30,2022-09-30,2023-01-31,NTWK
107446,2022-06-30,2022-12-31,2023-02-28,NTWK
107446,2022-06-30,2022-12-31,2023-03-31,NTWK
107446,2022-06-30,2022-12-31,2023-04-30,NTWK
107446,2022-06-30,2023-03-31,2023-05-31,NTWK
107446,2022-06-30,2023-03-31,2023-06-30,NTWK
107446,2022-06-30,2023-03-31,2023-07-31,NTWK
107446,2023-06-30,2023-06-30,2023-08-31,NTWK
107446,2023-06-30,2023-06-30,2023-09-30,NTWK
107446,2023-06-30,2023-06-30,2023-10-31,NTWK
107446,2023-06-30,2023-09-30,2023-11-30,NTWK
107446,2023-06-30,2023-09-30,2023-12-31,NTWK
107644,2021-12-31,2022-09-30,2023-01-31,FNWD
107644,2022-12-31,2022-12-31,2023-02-28,FNWD
107644,2022-12-31,2022-12-31,2023-03-31,FNWD
107644,2022-12-31,2022-12-31,2023-04-30,FNWD
107644,2022-12-31,2023-03-31,2023-05-31,FNWD
107644,2022-12-31,2023-03-31,2023-06-30,FNWD
107644,2022-12-31,2023-03-31,2023-07-31,FNWD
107644,2022-12-31,2023-06-30,2023-08-31,FNWD
107644,2022-12-31,2023-06-30,2023-09-30,FNWD
107644,2022-12-31,2023-06-30,2023-10-31,FNWD
107644,2022-12-31,2023-09-30,2023-11-30,FNWD
107644,2022-12-31,2023-09-30,2023-12-31,FNWD
107817,2021-12-31,2022-09-30,2023-01-31,PGC
107817,2022-12-31,2022-12-31,2023-02-28,PGC
107817,2022-12-31,2022-12-31,2023-03-31,PGC
107817,2022-12-31,2022-12-31,2023-04-30,PGC
107817,2022-12-31,2023-03-31,2023-05-31,PGC
